Timestamp,X,Y,Angle Change,Velocity,Acceleration,Label
28145.19987,30.16393443,96.23893805,-0.256017009,389.2264257,1901.21943,circle
28145.21549,35.73770492,98.67256637,-0.121065637,421.4178731,-2406.871798,circle
28145.23242,42.78688525,99.77876106,-0.034590237,381.0052922,-3868.883527,circle
28145.24921,49.18032787,100,0,314.4430856,-1155.572511,circle
28145.26642,54.59016393,100,-0.281510925,293.8106851,8458.058978,circle
28145.28427,59.83606557,100,0.029900009,433.6164793,643.1365616,circle
28145.3008,66.72131148,98.00884956,-0.249893686,443.9159898,-5885.363759,circle
28145.31682,73.60655738,96.23893805,-0.126907054,340.5142683,1.83E+12,circle
28145.33439,78.85245902,93.36283186,-0.201162763,2195347.832,-141776911.7,circle
28145.33439,80.98360656,91.81415929,-0.103516309,329.3297363,-10897.10998,circle
28145.34987,84.42622951,88.05309735,-0.064157555,154.2142686,29935.76649,circle
28145.36594,85.90163934,86.0619469,-0.04631856,636.9704134,3574.687129,circle
28145.38207,91.47540984,77.43362832,-0.200625008,692.4749379,-12473.85154,circle
28145.39759,96.8852459,68.14159292,-0.259343943,480.0277827,-2668.799839,circle
28145.41463,99.50819672,60.39823009,-0.214386419,435.1495115,1973.580287,circle
28145.43144,100,53.09734513,-0.052275058,468.1497474,-362.4142739,circle
28145.44816,98.85245902,45.3539823,-0.012493996,462.3107461,-3283.088755,circle
28145.46427,97.37704918,38.05309735,-0.004226766,405.5139673,-2640.608499,circle
28145.48157,95.90163934,31.19469027,-0.054909694,360.7479954,-2104.030959,circle
28145.49853,94.59016393,25.22123894,-0.050817513,325.0794106,-2932.83843,circle
28145.51548,93.1147541,19.91150442,-0.054505136,275.4094455,-4442.505104,circle
28145.53241,91.63934426,15.48672566,-0.082473266,193.4745469,6.58E+11,circle
28145.55086,90.32786885,12.16814159,-0.116394605,987042.8317,-62074896.45,circle
28145.55086,89.67213115,10.84070796,0.067984235,132.6755567,-4340.979388,circle
28145.56676,88.52459016,9.07079646,-0.130467916,63.93831857,2.84E+11,circle
28145.58259,88.03278689,8.185840708,-0.200438625,625810.4784,-39406909.75,circle
28145.58259,87.21311475,7.079646018,-0.052003603,166.675678,1397.052885,circle
28145.59847,85.24590164,5.309734513,-0.087050838,189.9473659,2343.529956,circle
28145.61513,82.78688525,3.318584071,-0.240924208,226.7403175,790.7749598,circle
28145.63083,79.83606557,1.327433628,,239.4328882,,circle
28145.64688,76.2295082,0,,,,circle
28145.6626,79.36507937,3.246753247,0.037046656,264.7838122,753.444962,circle
28145.67941,75,2.380952381,-0.045357499,277.5171074,-386.7597913,circle
28145.69631,70.43650794,1.298701299,-0.092916252,270.8852986,55.44843774,circle
28145.71346,65.87301587,0.432900433,6.188606666,271.820381,-603.2132988,circle
28145.73032,61.30952381,0,-0.172804594,261.7613167,3531.745834,circle
28145.747,56.94444444,0,-0.17596641,317.7313651,564.3968546,circle
28145.76284,51.98412698,0.865800866,-0.025450101,326.4905221,-541.3624749,circle
28145.77836,47.22222222,2.597402597,0.066168324,317.4011003,-115.4011072,circle
28145.79515,42.26190476,4.545454545,0.08457618,315.5737122,-717.7527459,circle
28145.81099,37.5,6.060606061,-0.125294402,304.0457418,821.3448957,circle
28145.82705,32.73809524,7.142857143,-0.111565359,317.1673015,-1459.356152,circle
28145.84303,27.97619048,8.874458874,-0.070776271,292.890766,3724.428889,circle
28145.85966,23.61111111,11.03896104,-0.133310532,355.5606135,9540.64896,circle
28145.87649,18.45238095,14.06926407,-0.111800943,531.8718063,-11219.12576,circle
28145.89497,10.71428571,20.12987013,-0.209781595,357.206847,-3805.890294,circle
28145.91054,6.746031746,24.02597403,-0.132976781,297.414027,-3313.358603,circle
28145.92625,4.166666667,27.92207792,-0.217091229,241.2376885,4402.714974,circle
28145.9432,2.380952381,31.6017316,-0.072471078,313.193901,3855.439832,circle
28145.95954,1.19047619,36.58008658,-0.13529728,376.1416671,4959.778321,circle
28145.97587,0.198412698,42.64069264,-0.026954255,456.1835616,6608.88331,circle
28145.99201,0,50,-0.176388369,562.9150444,-5387.850187,circle
28146.00816,0,59.09090909,-0.098521473,472.6992645,-6452.933054,circle
28146.0249,1.388888889,66.88311688,-0.188737768,370.9939413,-3353.522181,circle
28146.04067,2.976190476,72.51082251,-0.278299659,314.1634777,6057.410757,circle
28146.05761,5.357142857,77.27272727,-0.224250469,406.1319337,2813.959694,circle
28146.07279,9.523809524,81.81818182,-0.105251868,451.2484309,2125.058839,circle
28146.08883,15.47619048,85.93073593,-0.102075448,486.7687894,635.4993418,circle
28146.10554,22.61904762,89.82683983,-0.144427604,497.4883923,-1987.385914,circle
28146.12241,30.35714286,93.07359307,-0.047966952,464.1446277,4701.518457,circle
28146.13919,37.8968254,95.02164502,0.035819317,538.4605896,-1425.310772,circle
28146.155,46.23015873,96.75324675,-0.076887838,515.8822417,-6101.712446,circle
28146.17084,54.16666667,98.7012987,-0.12620837,419.3098286,-4611.046431,circle
28146.18666,60.71428571,99.78354978,-0.18396574,341.5814189,5883.362039,circle
28146.20352,66.46825397,100,-0.241952804,440.6566473,3502.938664,circle
28146.22036,73.80952381,98.91774892,-0.297410793,500.6532293,-1641.216446,circle
28146.23749,81.74603175,95.67099567,-0.258621622,475.8982693,-10732.3435,circle
28146.25257,87.3015873,91.12554113,-0.123601983,284.1778314,1.26E+12,circle
28146.27043,90.27777778,87.01298701,-0.055194237,1764488.911,-111755320.9,circle
28146.27044,91.46825397,84.84848485,-0.090231941,319.4149784,1828.603442,circle
28146.28622,93.65079365,80.3030303,-0.117673924,351.8377631,5207.778414,circle
28146.30395,95.83333333,74.45887446,-0.058423334,432.355746,-5844.113552,circle
28146.31941,97.42063492,67.96536797,-0.023229803,336.9330599,-1818.943037,circle
28146.33574,98.41269841,62.55411255,-0.033734977,307.0712902,-1062.640127,circle
28146.35216,99.20634921,57.57575758,-0.082712415,289.4533545,947.0064207,circle
28146.36874,99.8015873,52.81385281,-0.114844878,304.286316,835.6617361,circle
28146.3844,100,48.05194805,-0.099658308,318.5212287,-2694.764359,circle
28146.40144,99.6031746,42.64069264,-0.123685202,272.9694709,1889.040147,circle
28146.41834,98.80952381,38.0952381,-0.077787807,302.6368465,424.0678288,circle
28146.43404,97.42063492,33.54978355,,309.3319021,,circle
28146.44983,95.63492063,29.004329,,,,circle
28146.46651,100,20.3271028,-0.297458349,294.9237707,-1690.921701,circle
28146.48417,97.27891156,15.88785047,-0.178548442,268.2227643,1089.392311,circle
28146.49996,94.10430839,13.08411215,-0.189692664,285.4272103,6147.660365,circle
28146.51575,90.24943311,10.74766355,-0.012599094,382.5848347,-2109.010809,circle
28146.53155,84.58049887,8.644859813,-0.02278087,344.2352148,4128.157791,circle
28146.54974,78.68480726,6.542056075,-0.020026289,411.3561708,1525.594509,circle
28146.566,72.33560091,4.439252336,-0.105997005,436.256009,1.50E+12,circle
28146.58232,65.53287982,2.336448598,-0.05165608,2695973.096,-164832249.7,circle
28146.58232,60.77097506,1.401869159,-0.097373444,504.282598,-11640.9801,circle
28146.59867,52.60770975,0.23364486,6.189390275,305.0728338,335.7906027,circle
28146.61578,47.39229025,0,-0.104316657,310.2332302,-2373.395877,circle
28146.63115,42.63038549,0.23364486,-0.089083428,269.8757693,6492.262839,circle
28146.64816,38.0952381,0.934579439,-0.064587678,371.8367572,1459.33848,circle
28146.66386,32.42630385,2.336448598,-0.023820994,394.7041534,-3533.553707,circle
28146.67953,26.53061224,4.205607477,-0.068081592,333.7888677,837.6800693,circle
28146.69677,21.08843537,6.074766355,-0.189117866,346.8631269,-4205.490397,circle
28146.71238,16.09977324,8.177570093,-0.249285104,276.359342,-262.4783465,circle
28146.72914,12.24489796,10.74766355,-0.10427625,272.1118912,170.2430752,circle
28146.74532,9.297052154,14.01869159,-0.156949777,274.9745796,2312.64968,circle
28146.76214,6.575963719,17.75700935,-0.118115071,311.9321091,284.4051759,circle
28146.77812,4.308390023,22.19626168,-0.014864757,316.6308523,568.690347,circle
28146.79464,2.494331066,27.10280374,-0.218545802,326.1357153,-464.9262434,circle
28146.81136,0.680272109,32.24299065,-0.120725246,317.8740224,1743.695832,circle
28146.82913,0,37.85046729,-0.052412577,347.2083918,10888.70108,circle
28146.84595,0,43.69158879,-0.164684283,526.3068361,2.34E+12,circle
28146.8624,0.453514739,52.3364486,-0.009993756,3509169.562,-213076356.7,circle
28146.8624,1.587301587,57.47663551,-0.10153867,611.6571335,-3015.903024,circle
28146.87886,3.854875283,67.28971963,-0.245644203,562.7039004,-3064.503232,circle
28146.8951,6.802721088,75.93457944,-0.174915717,512.8140942,-3328.885809,circle
28146.91138,11.33786848,82.94392523,-0.304685001,457.0362823,333.1881065,circle
28146.92813,16.55328798,88.55140187,-0.05442078,462.485807,264.3655933,circle
28146.94449,23.1292517,92.28971963,-0.113708266,466.9329385,1133.290265,circle
28146.96131,30.15873016,95.79439252,-0.168927479,486.0606116,597.4069512,circle
28146.97819,37.86848073,98.59813084,-0.214197893,495.5082441,-4161.544206,circle
28146.994,45.57823129,100,-0.233816681,429.5660793,773.2629883,circle
28147.00985,52.38095238,99.76635514,-0.15749933,441.9107589,-3932.324333,circle
28147.02581,59.18367347,97.89719626,-0.203180664,376.9849383,-5919.588885,circle
28147.04232,64.85260771,95.3271028,-0.211440908,274.0071781,-1886.573039,circle
28147.05972,68.70748299,92.52336449,-0.17471216,242.2487962,8998.249421,circle
28147.07655,71.42857143,89.48598131,-0.028501515,397.7916359,-14129.62248,circle
28147.09384,75.05668934,83.64485981,0.132882117,162.0572533,1.31E+12,circle
28147.11052,76.41723356,81.30841121,-0.114954143,1972003.609,-125161071.6,circle
28147.11052,78.23129252,78.97196262,-0.110671916,416.3450225,-4246.402878,circle
28147.12628,81.63265306,73.36448598,-0.175814933,342.9981795,-1645.346855,circle
28147.14355,84.12698413,67.99065421,-0.057207648,315.2464432,-2600.616707,circle
28147.16042,85.48752834,62.85046729,-0.009825994,271.9113267,1808.362832,circle
28147.17708,86.39455782,58.41121495,0.025376609,300.5519964,1572.370819,circle
28147.19292,87.3015873,53.73831776,-0.085517657,325.9445273,407.1603025,circle
28147.20907,88.43537415,48.59813084,,332.297653,,circle
28147.22467,89.11564626,43.45794393,,,,circle
28147.24201,100,41.38655462,-0.172508815,269.6775259,-1827.489898,circle
28147.25845,99.55156951,36.97478992,0.052788397,237.8176153,617.6487303,circle
28147.27588,98.43049327,32.98319328,-0.067191352,248.0063488,-1596.81834,circle
28147.29238,97.53363229,28.99159664,-0.053584293,219.285016,7.84E+11,circle
28147.31037,96.41255605,25.21008403,-0.218819781,1254277.62,-79322091.74,circle
28147.31037,95.73991031,23.31932773,-0.126786826,266.7395579,-2759.071519,circle
